Clean_Reviews,Uncleaned_Reviews,Subjectivity,Polarity,sentiment
definitely budget branded phone month day use today posting review got phone childrens day gift father pro heavy user charge stay hour otherwise stay almost day smooth touch issue typing anything camera quality awesome show original skin texture audio quality also awesome video quality wow g enable clean uicons filter lover like original skin texture phone phone p resolution limited g band hdr support netflix amazon prime mean viewing experience always lag behind,"This is definitely a budget branded phone 📱 after 1 month 22 days of use today I am posting this review.. I got this phone as a childrens day gift 🎁 from my father ❤️Pros :-1. If you are a heavy user then the charge will be stay for 10 to 12 hours otherwise it's stay for almost 1 day..2. Very smooth touch no issue in typing or anything..3. The camera quality is awesome it's shows your original skin texture..4. The audio quality is also awesome5.  The video quality is just wow6. 5 g enable7. Clean UICons :-1. If you are a filter lover and do not like the original skin texture then this phone is not for you..2. This phone only have 1080p resolution3. Limited 5 g bands4. It doesn’t have HDR10+ support for Netflix and Amazon Prime, which means your viewing experience will always lag behind All in all",0.6858630952380952,0.2193948412698413,pos
using month product good charging battery backup awesome,"After using 6 months, product is good, charging and battery backup is awesome.",0.8,0.85,pos
function brand run smoothly,All function of this brand run smoothly,0.5,0.4,pos
camera good,Camera  is not good,0.6000000000000001,0.7,pos
good organizing contact bit cozy,It is good. but organizing contact is a bit cozy,0.675,0.25,pos
mobile mast hai,Mobile 📱📱📱📱 mast hai,0.0,0.0,pos
oneplus always first choice mast,OnePlus is always first choice. Mast...,0.3333333333333333,0.25,pos
nice phone recieve cashback,Nice phone but i didn't recieve my 5% cashback .,1.0,0.6,pos
product nice,The product is nice..,1.0,0.6,pos
fast changing technology era brand like one plus giving lcd display whereas world super amoled display disappointed,"In this fast changing technology era, how a brand like One Plus giving LCD display whereas the world is of Super Amoled Display. This disappointed",0.6722222222222222,-0.07222222222222223,pos
nice range,Nice in this range,1.0,0.6,pos
camera quality battery backup good,Camera quality and battery backup is good,0.6000000000000001,0.7,pos
like phone best quality good performance,I like this phone best quality good performance,0.45000000000000007,0.85,pos
ordered phone friend using since january working well camera quality battery backup good also,I have ordered this phone for my friend. He is using it since January. It working well. Camera quality and battery backup is good also.,0.6000000000000001,0.7,pos
according price good feature camera quality,According to this price it's having good features and camera quality,0.6000000000000001,0.7,pos
good phone,GOOD PHONE,0.6000000000000001,0.7,pos
like phone much camera good charge back bad,I like the phone very much camera is very good charge back up is very bad.,0.3666666666666667,0.05000000000000002,pos
nice,Very nice,1.0,0.6,pos
bought phone jan pro con observed pro lightweight good processor snapdragon day day task heating issue display bright enough sunlight usage network connectivity good able use jio g phone best speed far mbps call quality good ram management decent ram plus e find lag even heavier task speaker loud clear good fingerprint scanner good faster oxygen clean snappier without bloatwares main camera front camera decent price range low light performance decent need steady hand shake free image camera come good feature battery backup really good last day easily normal medium usage attached battery usage detail con display ip lcd could amoled missing ois main camera eis really helpful cannot record k video plastic body ok durable gorilla glass protection better install screen protection,"I bought the phone in Jan 2023 @ 18250. Below are pros and cons I observed.Pros:1. Lightweight2. Good processor (snapdragon 695) for day to day task. No heating issue.3. Display is bright enough for sunlight usage.4. Network connectivity is good. I am able to use Jio 5g on this phone. Best speed so far is 500 Mbps. Call quality is good.5. Ram management is decent and with ram plus i.e. 6+6 I don't find any lag even with heavier tasks.6. Speaker is loud, clear and good.7. Fingerprint scanner is good and faster.8. Oxygen OS is clean and snappier without any bloatwares.9. Main Camera and front camera is decent in this price range. Low-light performance is decent but you need a steady hand for shake free images. Camera comes with good features.10. Battery backup is really good. Lasts 1.5 to 2 days easily with normal to medium usage. Attached the battery usage details.Cons:1. Display is IPS LCD. Could have been Amoled.2. Missing OIS on main camera. EIS is not really helpful.3. Cannot record 4k videos.4. Plastic body is ok but not very durable.5. No gorilla glass protection. Better to install some screen protection.",0.5413888888888889,0.3572222222222222,pos
good,Good 👍,0.6000000000000001,0.7,pos
battery problem,Battery problem,0.0,0.0,neg
good phone,Good phone,0.6000000000000001,0.7,pos
nice,Nice,1.0,0.6,pos
good,Good,0.6000000000000001,0.7,pos
good,Good,0.6000000000000001,0.7,pos
good,Good,0.6000000000000001,0.7,pos
performance good lag day day usesi basically talk camera primary mp camera good say proper lighting condition portrait shot nice video quality good old k pro take far better video rest uw macro really fell useless poor quality picture uw camera macro shot take lot time focus airtel g working jio g tested update review testing,"Performance is good no lag in day to day usesI will basically talk about camera 🤳Primary 64mp Camera is good I say in proper lighting conditions, Portrait shots are nice, Video quality is not good my old K20 pro takes far better video than this ... Rest UW and Macro i really fell it's useless poor quality pictures by UW camera and Macro shots take lot of time to focus...Airtel 5G is working Jio 5G not tested will update my review after testing...",0.5083333333333334,0.25833333333333336,pos
superb,Superb,1.0,1.0,pos
good,Good,0.6000000000000001,0.7,pos
better product range,It's a better product in its range.,0.5,0.5,pos
fine could even better,"It is fine, but could have been even better.",0.5,0.45833333333333337,pos
great device one entry level plus offering minor flaw obvious first issue perplexing placement power button hence finger sensor daily phone handling aggravating finger locking unlocking phone try handle place pocket although major issue something consider second point lag minor amount hoping go away future update improvement,"Great device, but as One-entry-level plus's offering, there are some minor flaws that will be obvious. The first issue is the perplexing placement of the power button (and hence the finger sensor). Daily phone handling can be aggravating, with fingers locking and unlocking the phone as you try to handle it and place it in your pockets. Although this is not a major issue, it is something to consider. The second point is that there is some lag here and there (only a minor amount), which I am hoping will go away with future updates/improvements.",0.2898148148148148,0.11249999999999999,pos
good phone kpros mm jack gwith chargerdecent cameragood batterystereo speakerscons camera upto mark compared one plus phone,Very good phone below 20kPros: 3.5 mm jack5gWith chargerDecent cameraGood batteryStereo speakersCons:Camera is not upto the mark compared to other one plus phones.,0.6000000000000001,0.7,pos
super,Super 👍,0.6666666666666666,0.3333333333333333,pos
nice value money,Very nice and value for money,1.0,0.6,pos
good phone,Very good phone,0.6000000000000001,0.7,pos
everything fine fully satisfied battery beacause drop fast phone heavy phone user although come w super vooc charging take hour get fully charged,Everything is fine but i am not fully satisfied with battery beacause it drop very fast so this phone is not for heavy phone users. Although it comes with 33W super vooc charging that takes about an hour  to get fully charged,0.6533333333333333,0.25,pos
good product,good product,0.6000000000000001,0.7,pos
good product,Good product,0.6000000000000001,0.7,pos
camera awsmm happy,Camera awsmm Happy,1.0,0.8,pos
good product,Very good product,0.6000000000000001,0.7,pos
battery last much longermy old phone even cheaper battery backup sameother everything good,Battery does not last much longerMy old phone was even cheaper but the battery backup is sameOther than that everything is good,0.2666666666666667,0.25,pos
phone came great packaging really smooth use,The Phone came in great packaging and is really smooth to use.,0.625,0.6000000000000001,pos
good,Good,0.6000000000000001,0.7,pos
camera,Camera 📸,0.0,0.0,pos
ok,Ok,0.5,0.5,pos
good,Good,0.6000000000000001,0.7,pos
excellent,Excellent👍,1.0,1.0,pos
built quality feature,"Built quality, features.",0.0,0.0,pos
best value purchase,Best value of the purchase,0.3,1.0,pos
specification satisfied one minur e heating isse due software,All specifications are satisfied one minur i.e heating isse due to software,0.6875,0.1875,pos
wonderful birthday camera,Wonderful birthday and camera,1.0,1.0,pos
camera ok feature awesome,"Camera is just ok, other features are awesome",0.75,0.75,pos
quality good,Quality is very good,0.6000000000000001,0.7,pos
always used secondary phone upgrade old oneplus ce lite camera quality speed processing price phone good overall satisfied product price good premium budget phone,"Have always used 1+ as my secondary phone, upgrade my old OnePlus for the CE 2 lite.Camera quality 3/5Speed and processing 5/5For the price, this phone is very good!Overall, i am satisfied with the product for the price! Good premium budget phone!",0.45,0.2833333333333333,pos
value money good phone,"Value for money,good phone",0.6000000000000001,0.7,pos
non,Non,0.0,0.0,pos
gift item,Gift item,0.0,0.0,pos
liked,I liked this,0.8,0.6,pos
nice mobile,Very nice mobile,1.0,0.6,pos
nice brand,It's nice brand,1.0,0.6,pos
screen glass strong like cool warranty year,This screen glass is very strong I like it and it's cool but this warranty is 1 year only,0.6916666666666667,0.3916666666666666,pos
nice product price range,Nice product in this price range,1.0,0.6,pos
phone working fast per expectation,Phone is not working fast as per expectation.,0.6,0.2,pos
overall feature good,Overall features is very good,0.30000000000000004,0.35,pos
good,Good,0.6000000000000001,0.7,pos
good product,Good product,0.6000000000000001,0.7,pos
good moble,All most good moble,0.6000000000000001,0.7,pos
good one price using day battery life expected without much usage lasting almost two day good display smooth functionality time flicker apps like message know,"Good one for the price. Using it for 2 days now. Battery life is more than I expected. Without much usage lasting for almost two days. Good display and smooth functionality. Some times, it flickers in some apps like messages. Don't know why.",0.3833333333333333,0.31666666666666665,pos
like,Like,0.0,0.0,pos
thik thak,Thik thak,0.0,0.0,pos
bought mobile purpose camera calculator calling audio purpose compare nokia plus expected first image nokia plus second one plus nord ce day quality audio listening music capture video expected guess nokia plus audio better mobile time auto stopped listening music connect call awesome purpose calculator awesome researcher purpose day time heating problem taking picture making video observe nokia plus time cool nokia big issue software problem charger problem jack problem otherwise nokia better apple battery awesome better nokia mobile phone drain fast even using internet connection look awesome bigger hand may fall call one plus gave cover free cost protection camera searching data sd slot slow even data mb nokia fast even data gb expected data consuming mobile even never use social medium apps,"I bought this mobile for the purpose of camera, calculator , calling and audio purpose but if i compare with nokia 6.1 plus then it is not as expected.1. First image is nokia 6.1 plus and second is one plus nord ce 2 on same day.2. The quality of Audio while listening music or capture video is not as expected, i guess nokia 6.1 plus audio is better than this mobile.3. Some time auto stopped while listening music.4. Connect to call is awesome 5/5 for this purpose.5. Calculator is awesome for researcher purpose.6. During day time heating problem while taking pictures or making video, i observe nokia 6.1 plus is all time cool, nokia has big issue- software problems, charger problems, jack problems otherwise nokia is better than Apple.7. Battery is awesome better than nokia or other mobile phone but drain very fast even not using internet connection.8. Look is awesome but bigger than hand so may be fall during call.9. one plus gave cover free of cost but there is no protection for camera.10. If you are searching data from your SD slot then it is very slow even data is only 200mb , but nokia is very fast even data is more than 128 gb.Over all this is not as expected (5/10) because data consuming more than other mobile even we never use any social media apps.",0.5375,0.31666666666666676,pos
camera super full charging time hour time,Camera super but Full charging time 1hour time 😏,0.6083333333333334,0.3416666666666667,pos
iqoo better net speed,iqoo is better than this about net speed,0.25,0.25,pos
camera avargeoverall good,Camera avargeOverall good,0.6000000000000001,0.7,pos
problem battery charge fast battery back great compared samsung,Problem with battery. Charges fast but battery back up not great when compared to Samsung.,0.45,0.3333333333333333,pos
good phone,Good phone,0.6000000000000001,0.7,pos
better mobile brand price range,Not better mobile than other brands in this price range,0.5,0.5,pos
nice,Nice,1.0,0.6,pos
ghhh,Ghhh,0.0,0.0,pos
nan,,0.0,0.0,pos
nice product,Nice product,1.0,0.6,pos
good product,Good product,0.6000000000000001,0.7,pos
wqdwedwed,wqdwedwed,0.0,0.0,pos
nice mobile delhivery late day,Very nice mobile but delhivery is  very late about 10 days.,0.8,0.15,pos
nice,Very Nice,1.0,0.6,pos
camera quality good comparison realme pro g behind,Camera quality is good but comparison with realme 9 pro 5g it's behind.,0.65,0.14999999999999997,pos
camera,Camera,0.0,0.0,pos
phone good,The phone is good,0.6000000000000001,0.7,pos
good,Good,0.6000000000000001,0.7,pos
whenever someone call device take sometime show calling thing like rest everything good though,"Whenever someone calls, this device takes sometime to show who is calling. This is only the thing I don't like about it rest everything is good though.",0.6000000000000001,0.7,pos
using last three month far good actually expect one price point strongly recommend,Using for the last three months. So far so good.Actually you can't expect more than this one at this price point.Strongly recommend.,0.5,0.24666666666666665,pos
fantastic,Fantastic,0.9,0.4,pos
good time hanging,Good some time Hanging,0.6000000000000001,0.7,pos
nice phom,Nice phom,1.0,0.6,pos
best phone price,Best phone of this price,0.3,1.0,pos
facing problem phone whenever calling someone normal phone problem call dropping coming sometimes call someone voice sound coming camera quality good,"I am facing problem in this phone. That is, whenever I am calling someone on a normal phone, then the problem of call dropping is coming. And sometimes when you call someone, the voice sound is not coming.And the camera quality is not good.",0.5499999999999999,0.4166666666666667,neg
ok said fingerprint good,All ok said fingerprint not good,0.55,0.6,pos
work smoothly phone get occupied data work way used,"It works smoothly, But when your phone gets occupied with some data. It doesn't work the way it used to",0.5,0.4,pos
tecno phantom v powerful phone price inch k plus amoled display mp selfie camera mp rear camera big mah battery w fast charging charger come inbox big surprise phone segment inbox charger,TECNO PHANTOM V is the most powerful phone in this Price.It has 7.85 inch 2K plus AMOLED Display.16+32 MP Selfie Camera.50+50+13MP Rear Camera.Big 5000 mAh battery with 45w fast Charging and charger comes inbox which is a big surprise as no other phone in this segment has inbox charger.,0.45000000000000007,0.125,pos
nan,,0.0,0.0,pos
absolutely best smartphone value money fan oneplus always wanted buy phone finally got one delighted mobile battery backup excellent standby screen time use hour test playing game sure give good experience camera quality good smoother writing review using month,"Absolutely the best smartphone with value for money. I am a fan of OnePlus and have always wanted to buy a phone. Finally, I got this one. I am delighted with this mobile. This battery backup is just excellent. with the standby screen time, you can use more than 9 hours. I didn't test by playing the games but, I am sure it will give a good experience. The camera quality is good and smoother. I am writing this review after using a month.",0.6861111111111111,0.525,pos
facing touch screen issue,I am facing touch screen issue,0.0,0.0,pos
nan,,0.0,0.0,pos
budget phone,Budget phone,0.0,0.0,pos
using last month overall good product good battery life purchase u click photo often camera quality great,"Has been using for last 3 months, overall good product with good battery life. Purchase if u don't click photos too often as camera quality is not that great.",0.4033333333333333,0.44000000000000006,pos
good phone,Very good this phone,0.6000000000000001,0.7,pos
good phone,Good...phone,0.6000000000000001,0.7,pos
superb,Superb,1.0,1.0,pos
prosqualityexpandable ramperformancebattery charging speed lifedaylight camerasub par night camgreat display refresh rateconsfront camera average feel like vivo cameragpu could betternight mode greatwanted le bloatware,ProsQualityExpandable ramPerformanceBattery charging speed and lifeDaylight cameraSub par night camGreat display and refresh rateConsFront camera is average and feels like Vivo cameraGpu could've been betterNight mode isn't greatWanted less bloatware,0.39999999999999997,-0.15,pos
thikk hai,Thikk hai,0.0,0.0,pos
thing u got price enough happy one expectation,"The things u got in this price is more enough to be happy, one can not have more expectations than this",0.75,0.4,pos
one plus like okay product money happy oxygen,One plus no more like before. Okay product for money not happy with oxygen os.,0.75,0.65,pos
blurr pixel,Blurr pixel,0.0,0.0,pos
tech term camera battery life good,Tech term : camera and battery life is good,0.6000000000000001,0.7,pos
medium could loaded build quality rating one light weight phone say quite comfortable one hand usage even material used polycarbonate get job done matter back cover term styling similar oppo phone liked recommend gray one attache fingerprint going use back cover matterdisplay rating really good amoled plan hz refresh rate work well wish could hz bottom chin quite thick thing yes gorilla glass protection screen guard pre applied panel one best pretty decent wellperformance rating dimensity ufs lppdr x ram get job done regular day day operation played game say considering soc pretty good expect fps stable bgmi cod still would say processor good competition offering better decide gaming matter next year last easily normal usagesoftware biggest con android based oxygen say future color oos overall quite stable bug still say lot wait android better ideacamera rating mp decent atleast expecting samsung sensor though provided omnivison sensor get job done frank camera much better check review video stability p good mp ultratwide decent well still camera best saying others offering better oneplus managed give decent thingsbattery rating hz refresh rate percent brightness dark mode excluding gaming give hr sot wifi network jio network rest remaining wifi battery normal task last day charging take minute charge percent pretty fastspeakers pathetic single speaker quality moderate g band band futuristiccall quality rating amazing pretty loud none party ever complained voice getting mumbledso conclude buy one care oneplus want try oneplus first time even getting mi lite ne g price rejected due miui normal user want stable software without ad notification bloatwares good,"The media could not be loaded.
                



 Build quality - Rating 7.5 : One of the light weight phones out there and has to say it's quite comfortable for one hand usage and even the material used is polycarbonate but gets the job done but doesn't matter if back cover is there . In terms of styling it's similar to oppo phone but i liked it but won't recommend gray one as it attaches fingerprints but if you are going to use back cover then it doesn't matterDisplay -  Rating 8 : Really good amoled plan and 90hz refresh rate works well wish it could have been 120hz . But the bottom chin is quite thick that is the only thing and yes there is gorilla glass 5 protection and screen guard pre applied too . But the panel on this one is the not the best out there but it's pretty decent as wellPerformance - Rating 9 :Dimensity 900 with ufs 2.2 and lppdr4x Ram gets the job done for regular day to day operations and I didn't played games so can't say but considering this soc is pretty good you can expect 50 fps stable in bgmi and cod . Still I would say this processor is good but competition is offering better so you decide . For me gaming doesn't matter and for next 2 years it can last me easily for normal.usageSoftware- 8.5 : biggest con is Android 11 based on oxygen OS or should I say future color oos 😂 but overall it's quite stable and no bugs as of now but still can't say a lot will have to wait for Android 12 to have better ideaCamera -  Rating 7.5 : 64mp is decent I was atleast expecting samsung sensor though but they provided omnivison sensor which gets the job done but to be Frank I am not into camera that much so better to check other reviews and video stability in 1080p is good and 8mp ultratwide is decent as well . Still the camera is not the best out there again I am saying this because others are offering better but OnePlus managed to give decent thingsBattery -  Rating 9: on 90hz refresh rate with 40 percent brightness and dark mode excluding gaming it gives 7 hrs of sot from 99 to 89 on wifi network and then 89 to 59 on jio network and rest remaining on wifi . So battery for normal tasks can last more than 1.5 day . Charging takes about 30 minutes to charge from 10 percent to 99 which is pretty fastSpeakers -  6: pathetic only single speaker and quality is moderate5g bands - 8 bands so it' is futuristicCall quality - Rating 10 :  it's amazing pretty loud and none of the parties ever complained about my voice that is getting mumbledSo to conclude you can buy this one if you only care for OnePlus and you want to try OnePlus for the first time . I was even getting mi 11 lite ne 5g at same price but rejected it due to miui . So for normal users and those who want a stable software without any ads or notification or bloatwares its good",0.5122120472120472,0.2137830687830688,pos
nice one one plus could become complete best range display would amoled rest everything nice,"A nice one by one plus but it could have become a complete and best in this range if display would have been amoled ,,rest everything is nice ..",0.675,0.575,pos
screen get hang sometimes camera quality satisfactory,Screen gets hang sometimes and camera quality is not satisfactory,0.0,0.0,pos
nan,,0.0,0.0,pos
nan,,0.0,0.0,pos
medium could loaded advantage camera good mp battery good mah fingerprint facelock therestorage gbscreen sizerefresh ratemore exchange valuedisadvantages ram gb budget gb available brand record vedio p k snapdragon processor budget better brand screen guard provided box,"The media could not be loaded.
                



 Advantages:Camera is good (64 mp)Battery is good (5000 mah)Fingerprint and facelock is thereStorage 128gbScreen sizeRefresh rateMore exchange valueDisadvantages1.Ram 6GB , with this budget 8gb is available in other brands2.It can record vedio with 1080 p not with 4k3.Snapdragon processor 695 ,with this budget better will be there in other brands4.screen guard is not provided in box",0.525,0.575,pos
budget friendly mobile,Budget friendly mobile,0.5,0.375,pos
performance mark gaming average phone definitely must buy want buy camera centric phone look phone like vivo oppo rear camera also good selfie little disappointing,"Performance up to the mark👍, If you do more gaming than average, this phone is definitely a must buy. But if you want to buy a camera centric phone you can look at other phones like Vivo and oppo. Rear camera is also very good but the selfie is little disappointing.",0.4666666666666666,-0.03958333333333334,pos
overall good within range price expect fingerprint sensor perfect,overall good Within this range of price. Don't expect fingerprint sensor to be perfect.,0.5333333333333333,0.5666666666666667,pos
anurag kumar shakya kunwargaon budaun uttar pradeshvery nice good quality product service providecamera quality good battery quality goodand fingerprint scanner good,Anurag Kumar shakya kunwargaon budaun uttar pradeshVery very nice and good quality products services provideCamera quality good battery quality goodAnd fingerprint scanner good,0.7000000000000001,0.6749999999999999,pos
medium could loaded nice good looking,"The media could not be loaded.
                



 Nice and good looking 📱👌👌👌👌👍",0.8,0.6499999999999999,pos
camera value phone awsome,CAMERA FOR THIS VALUE OF PHONE AWSOME,0.0,0.0,pos
like,I very like this,0.0,0.0,pos
good nice camera,Good and nice camera 🎥 😊,0.8,0.6499999999999999,pos
round performance phone,An all round performance phone,0.4,-0.2,pos
battery life good,Battery life is good.,0.6000000000000001,0.7,pos
wanted review using sometime month since using awesome liked lot picture quality way good compare model price strongly recommend go looking budget friendly one,I wanted to review only after using it for sometime. It's been 6 months since I have been using it and it's awesome 😎.  I liked a lot about the picture qualities and its way too good compare to other model with this price. I strongly recommend to go for it if you are looking for a budget friendly one,0.7266666666666668,0.6216666666666666,pos
calling every single time make call received call going hold recording mute ended please buy want make phone call phone,"Its not for calling, every single time when you make call or received a call it going to hold or recording or mute or ended, so please don't buy if you want to make phone call with this phone",0.21428571428571427,-0.07142857142857142,pos
best range,Best at this range,0.3,1.0,pos
best mobile lowrange,Best Mobile in lowrange,0.3,1.0,pos
according price camera quality low night,according to the price the camera quality is low at night,0.3,0.0,neg
well mobile perform wellcamera processor non gamer software able call wifi turned charging overall experience nice go,"Well, mobile perform wellCamera- 8/10Processor- 9/10 (for non gamer)Software- 7/10 ( not able to call while on wifi turned on)Charging- 10/10Overall experience is nice.You can go for it",0.5416666666666666,0.3666666666666667,pos
good,Good,0.6000000000000001,0.7,pos
excellent mobile,Excellent mobile...,1.0,1.0,pos
camera decentgood battery life,Camera is decentGood Battery Life,0.0,0.0,pos
recommend budget,Recommend under budget,0.0,0.0,pos
battery little low compared others,Battery is little low compared to others,0.4,-0.09375,neg
good k one plus,Good under 20k one plus,0.6000000000000001,0.7,pos
average phone value money camera could better,Average phone value for money camera could be better.,0.44999999999999996,0.175,pos
ovarall satisfied,Ovarall satisfied,1.0,0.5,pos
good price range,Good at this price range,0.6000000000000001,0.7,pos
nan,,0.0,0.0,pos
good,Good,0.6000000000000001,0.7,pos
camera good,Camera is not good,0.6000000000000001,0.7,pos
nice,Nice,1.0,0.6,pos
nice,Nice,1.0,0.6,pos
like feature budget phonepros camera processor con come twist name oxygen colour one week use come know even unlock phone ad comesi hate issue,I like all the features as it is a budget phonePros :  Camera  Processor Cons :Here comes the twist it is name as oxygen OS but it is not this is colour os after one week of use you will come to know even if you unlock the phone the ad comesI hate this issue,0.9,-0.8,neg
